""Prd.code (SKU)""	""Company""	""Naam intern""	""Standaard leverancier""	""Productgroep""	""Werksoort""	""Kostenplaats""	""Uursoort""	""Kortingsgroep""	""Valuta""	""Verkoopprijs product (standaard)""
""TPSOLA-15W""	""MUN""	""Model SOL, solar panel 15 Watt for SPC,SP7, UP2  (2pin)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""145,00""
""TPSOLA-30W""	""MUN""	""Model SOL, solar panel 30 Watt to power ZGOs (2 pins)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""200,00""
""TPSOLA-CH80W""	""MUN""	""Model SOL, solar panel 80 Watt with charger an external 12Volt battery(not included) to power NP1 or ZGO (2pins)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""495,00""
""TPSOLB-15W""	""MUN""	""Model SOL, solar panel 15 Watt for SP7 or SPA-LTEM (6pin)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""145,00""
""TPSOLB-30W""	""MUN""	""Model SOL, solar panel 30 Watt to power NP2 or NP4 (6 pins)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""195,00""
""TPSOLB-6W""	""MUN""	""Model SOL, solar panel 6 Watt to power SP7, SPA-LTEM (6pins)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""95,00""
""TPSOLB-CH80W""	""MUN""	""Model SOL, solar panel 80 Watt with charger an external 12Volt battery(not included) to power NP1 or ZGO (6pins)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""495,00""
""TPSWN-MISC""	""MUN""	""One-off cost made by a third party based on a accepted quote (total amount, water segment only)""	""""	""TPSN Third Party Services, non-recurring""	""inkoop derden""	""Water""	""""	""""	""""	""0,00""
""TPSWRY_MISC""	""MUN""	""Recurring cost for third party work (water)""	""""	""TPSRY Third-party services, recurring per year""	""inkoop derden""	""Water""	""engineering""	""""	""""	""0,00""
""TPTM1A-7M""	""MUN""	""Model TM1, Manfrotto aluminium stand for monitoring stations and gateways, max. 7 meters""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""595,00""
""TPTM2A-6M""	""MUN""	""Model TM2, Aluminium stand for monitoring stations and gateways, max. 6 meters""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""395,00""
""TPTV1-4x30""	""MUN""	""Model TV1, tile base with 1 meter steel mount, for placement on rooftops (4 tiles 30x30 cm not provided)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""Hardware-Water""	""""	""175,00""
""TPTV2-4x30""	""MUN""	""Model TV2, tile base with 2 meter steel mount, for placement on rooftops (4 tiles 30x30 cm not provided)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""195,00""
""TPWHSRYCI-THIES""	""MUN""	""Service Level for Model WHS-THIES, per year, carry-in""	""""	""ISNRY-CI InsightNow Network, recurring per year""	""""	""Noise""	""""	""""	""""	""175,00""
""TPWHS-THIESCL-4920""	""MUN""	""Weatherstation, THIES for the MSSPC supporing windspeed, winddirection, humidity, temperature, air pressure, Precipitation, brightness, GPS""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""2.995,00""
""TPWP1-NP4""	""MUN""	""Model WP1-NP4, class 1 RVS weather protector for NP4""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""400,00""
""TPWP1-SPC""	""MUN""	""Model WP1, class 1 RVS weather protector for SPC""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""645,00""
""TPWP2""	""MUN""	""Model WP2, class 2 weather protector for SP7 or NP2""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""95,00""
""TPWP3""	""MUN""	""Model WP3, class 2 weather protector for NP9""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""95,00""
""TPWS1-70""	""MUN""	""Model WS1-70 Sinus article number 801668.1, wind screen 70 mm for NP2/4 en SPx7/CNMS stations (has been certified by PTB in combination with SPA/SPC""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""72,00""
""TPWS2-140""	""MUN""	""Model WS2-140, Wind screen 140 mm for NP2, NP4 and SPC NMS station. SPA/SPC is with use of this windscreen still class 1, but this windscreen has not been certified in combination with SPA/SPC by the PTB.""	""Sinus Messtechnik""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""120,00""
""TPWS2-220""	""MUN""	""Model WS2-220 windbol 220 mm voor de NP2/4 en SP7/C NMS station. SPA/SPC is bij gebruik  Deze windbol heeft effect op de hogere frequenties boven 4 KHz.""	""Sinus Messtechnik""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""185,00""
""TPWS3-80""	""MUN""	""Model WS3, class 1 wind screen 80 mm for the SP4""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""50,00""
""TPWS4-50""	""MUN""	""Model WS4, wind screen 50 mm, for the NP8 or SP8 (indoor use)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""30,00""
""TPWS5-50""	""MUN""	""Model WS5, wind screen 50 mm, for the NP9 (outdoor use)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""30,00""
""TPWS6-GD1""	""MUN""	""Model WS6, wind screen, for the GD1(outdoor use)""	""""	""TPP Third Party Products""	""""	""Noise""	""""	""""	""""	""75,00""
""TPXM2MN-2R0001E""	""MUN""	""SIM card for 1 Mbyte (extra usage charge 1 Euro per Mbyte), Roaming, Europe, non-recurring""	""""	""TPSN Third Party Services, non-recurring""	""""	""""	""""	""""	""""	""15,00""
""TPXM2MN-LK2500E""	""MUN""	""LTE-M/4G SIM card for 2500 Mb per month - European wide network, non-recurring""	""""	""TPSN Third Party Services, non-recurring""	""""	""""	""""	""""	""""	""30,00""
""TPXM2MN-LK4000E""	""MUN""	""LTE-M/4G SIM card for 4 Gbyte per month - European wide network (suitable for SPx and NPx with audio), non-recurring""	""""	""TPSN Third Party Services, non-recurring""	""""	""""	""""	""""	""""	""31,50""
""TPXM2MN-LT2500E""	""MUN""	""LTE-M/4G SIM card for 2500 Mb per month - T-Mobile, European wide network, non-recurring""	""""	""TPSN Third Party Services, non-recurring""	""""	""""	""""	""""	""""	""30,00""
""TPXM2MRM-4T0001N""	""MUN""	""LTE-M or NB-IoT, roaming connection, 4 hour or greater communication interval, per month""	""""	""TPSRY Third-party services, recurring per year""	""""	""Water""	""""	""Telecom-Water""	""""	""6,25""
""TPXM2MRQ-2R0001E""	""MUN""	""GPRS subscription fee for 1 Mbyte (extra usage charge 1 Euro per Mbyte), Roaming, Europe, per 3 months""	""""	""TPSRQ Third-party services, recurring per 3 months""	""""	""""	""""	""""	""""	""15,00""
""TPXM2MRQ-2V0000N""	""MUN""	""GPRS subscription fee for 0 Mbyte (extra usage charge 1 Euro per Mbyte), Vodafone, NL, per 3 months""	""""	""TPSRQ Third-party services, recurring per 3 months""	""""	""""	""""	""""	""""	""4,50""
""TPXM2MRQ-2V0001N""	""MUN""	""GPRS subscription fee for 1 Mbyte (extra usage charge 1 Euro per Mbyte), Vodafone, NL, per 3 months""	""""	""TPSRQ Third-party services, recurring per 3 months""	""""	""""	""""	""""	""""	""9,00""
""TPXM2MRQ-2V0010N""	""MUN""	""GPRS subscription fee for 10 Mbyte (extra usage charge 0,5 Euro per Mbyte), Vodafone, NL, per 3 months""	""""	""TPSRQ Third-party services, recurring per 3 months""	""""	""""	""""	""""	""""	""21,00""
""TPXM2MRQ-2V0100N""	""MUN""	""GPRS subscription fee for 100 Mbyte (extra usage charge 0,2 Euro per Mbyte), Vodafone, NL, per 3 months""	""""	""TPSRQ Third-party services, recurring per 3 months""	""""	""""	""""	""""	""""	""30,00""
""TPXM2MRQ-3V0500N""	""MUN""	""3G subscription fee for 500 Mbyte (extra usage charge 0,2 Euro per Mbyte), Vodafone, NL, per 3 months""	""""	""TPSRQ Third-party services, recurring per 3 months""	""""	""""	""""	""""	""""	""75,00""
""TPXM2MRQ-3V1024N""	""MUN""	""3G subscription fee for 1024 Mbyte (extra usage charge 0,2 Euro per Mbyte), Vodafone, NL, per 3 months""	""""	""TPSRQ Third-party services, recurring per 3 months""	""""	""""	""""	""""	""""	""90,00""
""TPXM2MRQ-3V2500N""	""MUN""	""3G subscription fee for 2500 Mbyte (extra usage charge 0,05 Euro per Mbyte), Vodafone, NL, per 3 months""	""""	""TPSRQ Third-party services, recurring per 3 months""	""""	""""	""""	""""	""""	""90,00""
""TPXM2MRQ-4T0001N""	""MUN""	""LTE-M or NB-IoT, roaming connection, 4 hour or greater communication interval, per 3 months""	""""	""TPSRQ Third-party services, recurring per 3 months""	""""	""""	""""	""""	""""	""18,92""
""TPXM2MRQ-4T0005N""	""MUN""	""LTE-M or NB-IoT, roaming connection, 15 minutes or greater communication interval, per quarter""	""""	""TPSRQ Third-party services, recurring per 3 months""	""""	""""	""""	""""	""""	""110,19""
""TPXM2MRQ-4V1024E""	""MUN""	""4G subscription fee for 1024 Mbyte (extra usage charge 0,1 Euro per Mbyte), Vodafone, NL, per 3 months""	""""	""TPSRQ Third-party services, recurring per 3 months""	""""	""""	""""	""""	""""	""150,00""
""TPXM2MRQ-4V2500N""	""MUN""	""4G subscription fee for 2500 Mbyte (extra usage charge 0,05 Euro per Mbyte), Vodafone, NL, per 3 months""	""""	""TPSRQ Third-party services, recurring per 3 months""	""""	""""	""""	""""	""""	""150,00""
""TPXM2MRY-2R0001E""	""MUN""	""GPRS subscription fee for 1 Mbyte (extra usage charge 1 Euro per Mbyte), Roaming, Europe, per year""	""""	""TPSRY Third-party services, recurring per year""	""""	""""	""""	""""	""""	""63,60""
""TPXM2MRY-2R0005E""	""MUN""	""GPRS subscription fee for 5 Mbyte (extra usage charge 1 Euro per Mbyte), Roaming, Europe, per year""	""""	""TPSRY Third-party services, recurring per year""	""""	""""	""""	""""	""""	""120,00""
""TPXM2MRY-2V0001N""	""MUN""	""GPRS subscription fee for 1 Mbyte (extra usage charge 1 Euro per Mbyte), Vodafone, NL, per year""	""""	""TPSRY Third-party services, recurring per year""	""""	""""	""""	""""	""""	""36,00""
""TPXM2MRY-3V2500N""	""MUN""	""3G subscription fee for 2500 Mbyte (extra usage charge 0,05 Euro per Mbyte), Vodafone, NL, per year""	""""	""TPSRY Third-party services, recurring per year""	""""	""""	""""	""""	""""	""375,00""
""TPXM2MRY-4T0001N""	""MUN""	""LTE-M or NB-IoT, roaming connection, 4 hour or greater communication interval, per year""	""""	""TPSRY Third-party services, recurring per year""	""""	""Water""	""""	""Telecom-Water""	""""	""75,00""
""TPXM2MRY-4T0005N""	""MUN""	""LTE-M or NB-IoT, roaming connection, 15 minutes or greater communication interval, per year""	""""	""TPSRY Third-party services, recurring per year""	""""	""Water""	""""	""Telecom-Water""	""""	""113,00""
""TPXM2MRY-LK0500E""	""MUN""	""LTE-M/4G subscription fee for SIM card for 500 Mbyte per month - European wide network (suitable for SPx, GDx and NPx with audio), per year""	""""	""TPSRY Third-party services, recurring per year""	""""	""""	""""	""""	""""	""150,00""
""TPXM2MRY-LK1000E""	""MUN""	""LTE-M or 4G subscription fee for 1000 Mb (extra usage charge 0,05 Euro per Mbyte), KPN, Europe, per year""	""""	""TPSRY Third-party services, recurring per year""	""""	""""	""""	""""	""""	""150,00""
""TPXM2MRY-LK2500E""	""MUN""	""LTE-M or 4G subscription fee for 2500 Mb (extra usage charge 0,05 Euro per Mbyte), KPN, Europe, per year""	""""	""TPSRY Third-party services, recurring per year""	""""	""""	""""	""""	""""	""360,00""
""TPXM2MRY-LK4000E""	""MUN""	""LTE-M/4G subscription fee for SIM card for 4 Gbyte per month - European wide network (suitable for SPx and NPx with audio), per year""	""""	""TPSRY Third-party services, recurring per year""	""""	""""	""""	""""	""""	""375,00""
""TPXM2MRY-LT2500E""	""MUN""	""LTE-M or 4G subscription fee for 2500 Mb (extra usage charge 0,05 Euro per Mbyte), T-Mobile, Europe, per year""	""""	""TPSRY Third-party services, recurring per year""	""""	""""	""""	""""	""""	""360,00""
""TPXMISCN-PROD""	""MUN""	""Miscellaneous, Third Party Product, Non-recurring""	""""	""TPP Third Party Products""	""""	""""	""""	""""	""""	""0,00""
""TPXMISCN-SERV""	""MUN""	""Miscellaneous, Third Party Service, Non-recurring""	""""	""TPSN Third Party Services, non-recurring""	""""	""""	""""	""""	""""	""0,00""
""TPXMISCRM-8700""	""MUN""	""Miscellaneous, Third Party Product or Service, Recurring per month""	""""	""TPSRM Third-party services, recurring per month""	""diensten/abonnement""	""Water""	""""	""""	""""	""0,00""
""TPXMISCRQ""	""MUN""	""Miscellaneous, Third Party Product or Service, Recurring per kwartaal""	""""	""TPSRQ Third-party services, recurring per 3 months""	""""	""""	""""	""""	""""	""0,00""
""TPXMISCRQ""	""MUN""	""Miscellaneous, Third Party Product or Service, Recurring per quarter""	""""	""TPSRQ Third-party services, recurring per 3 months""	""""	""""	""""	""""	""""	""0,00""
""TPXMISCRY""	""MUN""	""Miscellaneous, Third Party Product or Service, Recurring per year""	""""	""TPSRY Third-party services, recurring per year""	""""	""""	""""	""""	""""	""0,00""
""TPXN""	""MUN""	""Generic Third Party Product Non Recurring""	""""	""TPSN Third Party Services, non-recurring""	""""	""""	""""	""""	""""	""0,00""
""TPXR""	""MUN""	""Recurring Cost - Third Party Products""	""""	""TPSRM Third-party services, recurring per month""	""""	""""	""""	""""	""""	""0,00""
""XXX-WRK-THIRDPARTY""	""MUN""	""Aan derden uitbesteed werk""	""""	""""	""""	""""	""""	""""	""""	""0,00""
""YYY-MSLV5A-BARO""	""MUN""	""Receipt for Model LV5, GPRS temp/humidity/barometer""	""""	""SAM Samenstelling - gebruikt grootboek van onderdelen""	""""	""Water""	""""	""""	""""	""485,00""
""YYY-MSLV5A-D712-4L05""	""MUN""	""Receipt for Model LV5, GPRS water level meter with absolute ceramic pressure transmitter 0.8-1.4 bar (H712; 25 mm), 5 meter cable""	""""	""SAM Samenstelling - gebruikt grootboek van onderdelen""	""""	""Water""	""""	""""	""""	""485,00""
""YYY-MSLV5A-D712-4L05Dual""	""MUN""	""Receipt for Model LV5, GPRS water level meter with two absolute ceramic pressure transmitters 0.8-1.4 bar (Huba D712; 25 mm), 5 meter cable, non-recurring""	""""	""SAM Samenstelling - gebruikt grootboek van onderdelen""	""""	""Water""	""""	""""	""""	""485,00""
""YYY-MSLV5A-D712-4L10""	""MUN""	""Receipt for Model LV5, GPRS water level meter with absolute ceramic pressure transmitter 0.8-1.4 bar (Huba D712; 25 mm), 10 meter cable, non-recurring""	""""	""SAM Samenstelling - gebruikt grootboek van onderdelen""	""""	""Water""	""""	""""	""""	""485,00""
""YYY-MSLV5A-D713-10L10""	""MUN""	""Receipt for Model LV5, GPRS water level meter with absolute ceramic pressure transmitter 0.8-2.0 bar (Huba D713; 18 mm), 10 meter cable, non-recurring""	""""	""SAM Samenstelling - gebruikt grootboek van onderdelen""	""""	""Water""	""""	""""	""""	""485,00""
""YYY-MSLV5A-D713-20L20""	""MUN""	""Receipt for Model LV5, GPRS water level meter with absolute ceramic pressure transmitter 0.8-3.0 bar (Huba D713; 18 mm), 20 meter cable, non-recurring""	""""	""SAM Samenstelling - gebruikt grootboek van onderdelen""	""""	""Water""	""""	""""	""""	""485,00""
""YYY-MSLV5A-D713-4L05""	""MUN""	""Receipt for Model LV5, GPRS water level meter with absolute ceramic pressure transmitter 0.8-1.4 bar (Huba D713; 18 mm), 5 meter cable, non-recurring""	""""	""SAM Samenstelling - gebruikt grootboek van onderdelen""	""""	""Water""	""""	""""	""""	""485,00""
""YYY-MSLV5A-D713-4L10""	""MUN""	""Receipt for Model LV5, GPRS water level meter with absolute ceramic pressure transmitter 0.8-1.4 bar (Huba D713; 18 mm), 10 meter cable, non-recurring""	""""	""SAM Samenstelling - gebruikt grootboek van onderdelen""	""""	""Water""	""""	""""	""""	""485,00""
""YYY-MSLV5B-D712-4L05""	""MUN""	""Receipt for Model LV5, NB-IoT water level meter with absolute ceramic pressure transmitter 0.8-1.4 bar (H712; 25 mm), 5 meter cable""	""""	""SAM Samenstelling - gebruikt grootboek van onderdelen""	""""	""Water""	""""	""""	""""	""485,00""
""YYY-MSLV5B-D712-4L10""	""MUN""	""Receipt for Model LV5, NB-IoT water level meter with absolute ceramic pressure transmitter 0.8-1.4 bar (Huba D712; 25 mm), 10 meter cable, non-recurring""	""""	""SAM Samenstelling - gebruikt grootboek van onderdelen""	""""	""Water""	""""	""""	""""	""485,00""
""YYY-MSZGOA""	""MUN""	""Receipt for MSZGO. Incomplete. Needs PI etc""	""""	""""	""""	""""	""""	""""	""""	""0,00""
""ZZZ-ANT-CON-SMA""	""MUN""	""Losse SMA connector""	""""	""ISA Internal Sub Assemblies (not for sale)""	""""	""Water""	""""	""""	""""	""10,00""
""ZZZ-ANT-N-ZigBee""	""MUN""	""2.4Ghz 5dBi Wifi Antenne N Male Connector Recht 2.4G Omni-Directionele Antenne Draadloze Wlan 17Cm""	""Wellshow""	""ISA Internal Sub Assemblies (not for sale)""	""""	""Noise""	""""	""""	""""	""10,00""
""ZZZ-ANT-OPN-GSM-PUCK-BL""	""MUN""	""Open GSM Antenna Puck Black, 1.5m wire""	""Chang Hong""	""ISA Internal Sub Assemblies (not for sale)""	""""	""Water""	""""	""""	""""	""10,00""
""ZZZ-ANT-SMA-GSM_LTE""	""MUN""	""Antennes Meteor FW.90 4G/3G/2G Cellular Flexible Whip, SMA(M)""	""""	""""	""""	""""	""""	""""	""""	""35,00""
""ZZZ-ANT-SMA-GSM_LTE - straight SECTRON""	""MUN""	""Antenna LTE Connector Mount FLAT 5, 690-2700 MHz, 3 dBi, SMA(m), IP68""	""""	""ISA Internal Sub Assemblies (not for sale)""	""inkoop derden""	""Noise""	""""	""""	""""	""35,00""
""ZZZ-ANT-SMA-GSM-PUCK-BL""	""MUN""	""SMA (M) GSM Antenna Puck Black, 1.5m wire""	""Chang Hong""	""ISA Internal Sub Assemblies (not for sale)""	""""	""Water""	""""	""""	""""	""10,00""
""ZZZ-ANT-SMA-GSM-STUB-BL""	""MUN""	""SMA GSM Antenna Stubby Black""	""Wellshow""	""ISA Internal Sub Assemblies (not for sale)""	""""	""Water""	""""	""""	""""	""1,00""
""ZZZ-ANT-SMA-GSM-SWIV-BL""	""MUN""	""SMA (M) GSM Antenna Swivel Black""	""Wellshow""	""ISA Internal Sub Assemblies (not for sale)""	""""	""Water""	""""	""""	""""	""2,25""
""ZZZ-ASM-ANT-LV5-PUCK""	""MUN""	""Assemblage van puck antenne voor LV5/LV6/QU2/QU3""	""Spaarnewerkt""	""ISA Internal Sub Assemblies (not for sale)""	""""	""""	""""	""""	""""	""3,00""
""ZZZ-ASM-LV5-712.99016""	""MUN""	""Assemblage van LV5 met Huba 712.99016""	""Spaarnewerkt""	""ISA Internal Sub Assemblies (not for sale)""	""""	""""	""""	""""	""""	""5,50""
""ZZZ-ASM-LV5-712.99017""	""MUN""	""Assemblage van LV5 met Huba 712.99017""	""Spaarnewerkt""	""ISA Internal Sub Assemblies (not for sale)""	""""	""""	""""	""""	""""	""5,50""
""ZZZ-ASM-LV5-712.99024""	""MUN""	""Assemblage van LV5 met Huba 712.99024""	""Spaarnewerkt""	""ISA Internal Sub Assemblies (not for sale)""	""""	""""	""""	""""	""""	""5,50""
""ZZZ-ASM-LV5-713.99000""	""MUN""	""Assemblage van LV5 met Huba 713.99000""	""Spaarnewerkt""	""ISA Internal Sub Assemblies (not for sale)""	""""	""""	""""	""""	""""	""5,50""
""ZZZ-ASM-LV5-713.99001""	""MUN""	""Assemblage van LV5 met Huba 713.99001""	""Spaarnewerkt""	""ISA Internal Sub Assemblies (not for sale)""	""""	""""	""""	""""	""""	""5,50""
""ZZZ-ASM-LV5-713.99002""	""MUN""	""Assemblage van LV5 met Huba 713.99002""	""Spaarnewerkt""	""ISA Internal Sub Assemblies (not for sale)""	""""	""""	""""	""""	""""	""5,50""
""ZZZ-BAT-LIION-2S4P-7.4V-14000mAh-PH-3P""	""MUN""	""GEB 18650-2S4P  7.4V 14000mAh Li-ion Battery pack PH-3P""	""""	""ISA Internal Sub Assemblies (not for sale)""	""""	""Noise""	""""	""""	""""	""0,00""
""ZZZ-BAT-LIION-4S6PX148X200""	""MUN""	""LiIon Battery, 4S6P, 14.8V, 20Ah, 299KWh""	""General Electronics Batter Ltd""	""ISA Internal Sub Assemblies (not for sale)""	""""	""General""	""""	""""	""""	""118,00""
""ZZZ-BAT-PCK-7.4V-10200""	""MUN""	""2S3P 7.4V
10200mAh
Li‐ion
Battery pack""	""""	""""	""""	""""	""""	""""	""""	""45,00""
""ZZZ-BAT-PCK-7.4V-14000-Micro-Fit+215759""	""MUN""	""GEB 18650-2S4P, 7.4v 14000mah Micro-Fit+ 215759 Series, Receptacle, 3
Ways, 3 mm""	""""	""""	""""	""""	""""	""""	""""	""0,00""
""zzz_Cellpack_Jumbo_Gel""	""MUN""	""Jumbo Gel 10000ml""	""""	""ISA Internal Sub Assemblies (not for sale)""	""inkoop derden""	""General""	""""	""""	""""	""0,00""
""ZZZ-CH-OWA-60E-24""	""MUN""	""Mean Well OWA-60E-24""	""Telerex Nederland BV""	""ISA Internal Sub Assemblies (not for sale)""	""inkoop derden""	""Smartcity""	""""	""""	""""	""0,00""
""ZZZ-CONN-M8-3P-F""	""MUN""	""M8 connector A-gecodeerd 3-pins bus Female""	""Reichelt Elektronik GmbH""	""ISA Internal Sub Assemblies (not for sale)""	""inkoop derden""	""Water""	""""	""Hardware-Water""	""""	""0,00""
