""Volgnr.""	""Debiteur nr.""	""Debiteur""	""Project""	""Intern steekwoord""	""account manager""	""Factuurdatum""	""Periode""	""Tot. vrk. ex. BTW (CC)""	""Tot. vrk. in. BTW (CC)""	""Betaald (CC)""	""Openstaand (CC)""
""VFA2504467""	""DE1600068""	""AKRON""	""SCA240804 Aanbesteding Gent/Leuven NP9+GD1""	""Aanbesteding Gent/Leuven""	""George Boersma""	""20-05-2025""	""2025/05""	""68.068,00""	""68.068,00""	""68.068,00""	""0,00""
""VFA2504466""	""G0022""	""Gemeente Papendrecht""	""SCA190335 Geluidsmetingen met  NP2""	""Periodieke kosten""	""""	""19-05-2025""	""2025/05""	""1.710,67""	""2.069,91""	""2.069,91""	""0,00""
""VFA2504465""	""G0030""	""Gemeente Leeuwarden""	""SCA230730 Upgrade 7x SP7 & SPA (+LTEM)""	""periodieke kosten""	""""	""19-05-2025""	""2025/05""	""6.185,11""	""7.483,98""	""7.483,98""	""0,00""
""VFA2504464""	""DE1800155""	""Gemeente Land van Cuijk""	""SCA180235 3x SP4 vaste meetopstellingen""	""Periodieke kosten""	""""	""19-05-2025""	""2025/05""	""2.285,87""	""2.765,90""	""2.765,90""	""0,00""
""VFA2504463""	""DE1600006""	""Gemeente Hengelo""	""SCA180245 2 sp4 en 3 SOL""	""Periodieke kosten""	""Mirjam Stevens""	""19-05-2025""	""2025/05""	""678,40""	""820,86""	""820,86""	""0,00""
""VFA2504462""	""DE2400351""	""Gemeente Groningen""	""SCA240777 1 x SPC en 2 x NP4-30142688 OL""	""Periodieke kosten""	""""	""19-05-2025""	""2025/05""	""4.381,31""	""5.301,39""	""5.301,39""	""0,00""
""VFA2504461""	""DE1600068""	""AKRON""	""SCA190316 ANTWERP EAST N.V. (PD world Liege container termin""	""Periodeieke kosten Antwerp East""	""Mirjam Stevens""	""19-05-2025""	""2025/05""	""446,41""	""446,41""	""446,41""	""0,00""
""VFA2504460""	""DE1600068""	""AKRON""	""SCA240778 2x SP7-Naam Klant: TRILOGIPORT C1 Naam café/groep JOST GROUP""	""Periodieke kosten Trilogiport Jost Group""	""""	""19-05-2025""	""2025/05""	""1.979,77""	""1.979,77""	""1.979,77""	""0,00""
""VFA2504459""	""DE1600068""	""AKRON""	""SCA190336 1x SP4 Studax/ KU Leuven""	""Periodieke kosten Studax/KU Leuven""	""Mirjam Stevens""	""19-05-2025""	""2025/05""	""282,69""	""282,69""	""282,69""	""0,00""
""VFA2504458""	""DE1600068""	""AKRON""	""SCA220578 D2S INTERNATIONAL-1x SPC""	""""	""""	""19-05-2025""	""2025/05""	""683,58""	""683,58""	""683,58""	""0,00""
""VFA2504457""	""DE1600068""	""AKRON""	""SCA250865 Akron-Arcelor Mittal-16x""	""samenvoegen contracten Arcelor Mittal""	""Anja van Halen""	""19-05-2025""	""2025/05""	""7.518,53""	""7.518,53""	""7.518,53""	""0,00""
""VFA2504456""	""G0036""	""Omgevingsdienst Drenthe""	""SCA160051 OGD Drenthe""	""Periodieke kosten""	""Omar Jarmohamed""	""01-04-2025""	""2025/04""	""992,10""	""1.200,44""	""1.200,44""	""0,00""
""VFA2504455""	""G0036""	""Omgevingsdienst Drenthe""	""SCA160051 OGD Drenthe""	""Periodieke kosten""	""Omar Jarmohamed""	""01-04-2025""	""2025/04""	""-4.023,44""	""-4.868,36""	""-4.868,36""	""0,00""
""VFA2504454""	""DE1600068""	""AKRON""	""""	""Div RMA Gent""	""""	""16-05-2025""	""2025/05""	""750,00""	""750,00""	""750,00""	""0,00""
""VFA2504453""	""DE1600069""	""MIP Electronics""	""SCA250860 3 x SPC + 3 x UP2 4 jaar""	""3 x SPC + 3 x UP2 + bouwdashboard-MIP finland""	""Michelle Klijn""	""16-05-2025""	""2025/05""	""18.947,01""	""18.947,01""	""18.947,01""	""0,00""
""VFA2504452""	""DE2100269""	""Geofoxx B.V.""	""SCA250863 1 x LV8 4-5-20250568/RREK""	""1 x LV8 4-5""	""Ron Wittebol""	""16-05-2025""	""2025/05""	""665,05""	""804,71""	""804,71""	""0,00""
""VFA2504451""	""DE2100269""	""Geofoxx B.V.""	""SCA250862 2 x LV8 4-5-20250569/RREK""	""2 x LV8 4-5""	""Ron Wittebol""	""16-05-2025""	""2025/05""	""1.315,10""	""1.591,27""	""1.591,27""	""0,00""
""VFA2504450""	""DE2100269""	""Geofoxx B.V.""	""SCA250861 2  LV8 4-5- 20250570/RREK""	""2  LV8 4-5""	""Ron Wittebol""	""16-05-2025""	""2025/05""	""1.315,10""	""1.591,27""	""1.591,27""	""0,00""
""VFA2504449""	""A0010""	""Peutz""	""SCA230680 Nestgeluiden 2 jr""	""periodieke kosten Q1-2025""	""""	""31-03-2025""	""2025/03""	""9.000,85""	""10.891,03""	""10.891,03""	""0,00""
""VFA2504448""	""A0000""	""Aveco de Bondt B.V.""	""SCA250886 Periodieke kosten Vallei en Veluwe""	""200x LV8 4L05 Vallei en Veluwe""	""Jorgen Truijers""	""15-05-2025""	""2025/05""	""33.681,00""	""40.754,01""	""40.754,01""	""0,00""
""VFA2504447""	""DE2400377""	""Ingenieursbureau Kragten bv""	""SCA240820 Kragten-Verzamelcontract""	""6 x LV8 4-5""	""Ron Wittebol""	""15-05-2025""	""2025/05""	""4.470,00""	""5.408,70""	""5.408,70""	""0,00""
""VFA2504446""	""DE2000239""	""RSK Group""	""SCA240757 RSK_Verzamelcontract""	""8 x LV8 4-5""	""Ron Wittebol""	""15-05-2025""	""2025/05""	""5.137,98""	""6.216,96""	""6.216,96""	""0,00""
""VFA2504445""	""DE2000239""	""RSK Group""	""SCA240757 RSK_Verzamelcontract""	""3 x LV8 4-5""	""Ron Wittebol""	""15-05-2025""	""2025/05""	""1.926,74""	""2.331,36""	""2.331,36""	""0,00""
""VFA2504444""	""DE2200307""	""Socotec Geotechnics""	""SCA230728 SOCOTEC-Verzamelcontract""	""22x LV8 10L10""	""Michelle Klijn""	""15-05-2025""	""2025/05""	""14.864,30""	""17.985,80""	""17.985,80""	""0,00""
""VFA2504443""	""DE2200307""	""Socotec Geotechnics""	""SCA250845 126x LV8 10L10; 10x LV8 10L15 Aanbesteding WRIJ""	""126x LV8 10L10; 10x LV8 10L15 Aanbesteding WRIJ""	""Hans Mulder""	""15-05-2025""	""2025/05""	""19.136,00""	""23.154,56""	""23.154,56""	""0,00""
""VFA2504442""	""DE2500397""	""Tata Steel IJmuiden BV""	""""	""Demo Geluidduider""	""George Boersma""	""15-05-2025""	""2025/05""	""0,00""	""0,00""	""0,00""	""0,00""
""VFA2504441""	""A0002""	""Alcedo Beheer BV""	""""	""rapport maatwerk""	""George Boersma""	""15-05-2025""	""2025/05""	""4.140,00""	""5.009,40""	""5.009,40""	""0,00""
""VFA2504440""	""A0002""	""Alcedo Beheer BV""	""""	""Maatwerk development-Jira ticket NOISE-1455.""	""Michelle Klijn""	""15-05-2025""	""2025/05""	""1.380,00""	""1.669,80""	""1.669,80""	""0,00""
""VFA2504439""	""DE2400368""	""Geonoise""	""""	""Demo unit voor Geonoise""	""George Boersma""	""15-05-2025""	""2025/05""	""697,50""	""697,50""	""697,50""	""0,00""
""VFA2504438""	""DE2100275""	""Aeres Milieu""	""SCA230670 Aeres-Verzamelcontract""	""1 x LV8 4-5""	""Ron Wittebol""	""15-05-2025""	""2025/05""	""745,00""	""901,45""	""901,45""	""0,00""
""VFA2504437""	""DE2500398""	""Certicon Kwaliteitskeuringen B.V.""	""SCA250859 Lease 17 x LV8 1 jaar""	""Lease 17 x LV8 4-5 voor 1 jaar""	""Ron Wittebol""	""15-05-2025""	""2025/05""	""6.698,00""	""8.104,58""	""8.104,58""	""0,00""
""VFA2504436""	""DE2000255""	""Omgevingsdienst Twente""	""""	""Herstelkosten vandalisme geluidmeter""	""Ron Wittebol""	""15-05-2025""	""2025/05""	""2.784,00""	""3.368,64""	""3.368,64""	""0,00""
""VFA2504435""	""A0000""	""Aveco de Bondt B.V.""	""SCA250886 Periodieke kosten Vallei en Veluwe""	""200x LV8 4L05 Vallei en Veluwe""	""Michelle Klijn""	""06-05-2025""	""2025/05""	""16.840,50""	""20.377,00""	""20.377,00""	""0,00""
""VFA2504434""	""DE2100271""	""Inetum""	""SCA230675 Stad Leuven""	""Periodieke kosten 2025""	""""	""06-05-2025""	""2025/05""	""-8.817,90""	""-8.817,90""	""-8.817,90""	""0,00""
""VFA2504433""	""A0000""	""Aveco de Bondt B.V.""	""SCA170095 AVECO_portal-projectnummer 215753 250""	""Verbruik Portal april""	""Hans Mulder""	""30-04-2025""	""2025/04""	""45.103,24""	""54.574,92""	""54.574,92""	""0,00""
""VFA2504432""	""A0000""	""Aveco de Bondt B.V.""	""SCA250886 Periodieke kosten Vallei en Veluwe""	""200x LV8 4L05 Vallei en Veluwe""	""Michelle Klijn""	""06-05-2025""	""2025/05""	""16.840,50""	""20.377,00""	""20.377,00""	""0,00""
""VFA2504431""	""DE1700106""	""Gemeente Amsterdam Zuidas""	""""	""Verplaatsing geluidmeter""	""Ron Wittebol""	""30-04-2025""	""2025/04""	""395,00""	""477,95""	""477,95""	""0,00""
""VFA2504430""	""DE2500396""	""Vreugdenhil dairy foods""	""SCA250858 1 x NP4""	""1 x NP4""	""Ron Wittebol""	""06-05-2025""	""2025/05""	""4.315,00""	""5.221,15""	""5.221,15""	""0,00""
""VFA2504429""	""A0000""	""Aveco de Bondt B.V.""	""SCA250886 Periodieke kosten Vallei en Veluwe""	""200x LV8 4L05 Vallei en Veluwe""	""Michelle Klijn""	""02-05-2025""	""2025/05""	""33.681,00""	""40.754,01""	""40.754,01""	""0,00""
""VFA2504428""	""G0005""	""Gemeente Utrecht""	""""	""2 x antenne geluidmeter""	""Ron Wittebol""	""02-05-2025""	""2025/05""	""85,00""	""102,85""	""102,85""	""0,00""
""VFA2504427""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""SCA240751 Kanaal Almelo - de Haandrik""	""18x LV8 4L05 Almelo de Haandrik""	""Hans Mulder""	""02-05-2025""	""2025/05""	""8.249,87""	""9.982,34""	""9.982,34""	""0,00""
""VFA2504426""	""DE2100284""	""Provincie Noord-Holland""	""""	""Pilot Smiley N525-restant 12.150.-""	""George Boersma""	""02-05-2025""	""2025/05""	""12.150,00""	""14.701,50""	""14.701,50""	""0,00""
""VFA2504425""	""DE2100285""	""Mateboer Milieutechniek B.V.""	""SCA240773 Mateboer-Verzamelcontract""	""Periodieke kosten 2025  tot 19-03-2026""	""""	""27-03-2025""	""2025/03""	""-697,20""	""-843,61""	""-843,61""	""0,00""
""VFA2504424""	""DE1900193""	""Ingenieurs Bureau Land""	""SCA240825 78761-project GWM Gelderland deel 1""	""periodieke kosten Q1-2025""	""""	""31-03-2025""	""2025/03""	""12.602,90""	""15.249,51""	""15.249,51""	""0,00""
""VFA2504423""	""A0000""	""Aveco de Bondt B.V.""	""""	""48x LV8 4L05 + 52x LV8 10L10""	""Michelle Klijn""	""28-04-2025""	""2025/04""	""40.645,00""	""49.180,45""	""49.180,45""	""0,00""
""VFA2504422""	""DE1900193""	""Ingenieurs Bureau Land""	""SCA220603 Gouda project netwerken-Lease (IBL78422) p.kwartaa""	""3x LV8 4L05 Project Gouda""	""Michelle Klijn""	""28-04-2025""	""2025/04""	""74,73""	""90,42""	""90,42""	""0,00""
""VFA2504421""	""DE1900193""	""Ingenieurs Bureau Land""	""SCA250854 1x LV8 4L05-IBL79186""	""1x LV8 4L05""	""Michelle Klijn""	""28-04-2025""	""2025/04""	""638,80""	""772,95""	""772,95""	""0,00""
""VFA2504420""	""DE1900193""	""Ingenieurs Bureau Land""	""SCA250853 3x LV8 4L05-ALgemene vrd""	""3x LV8 4L05 + 15x Batterij""	""Michelle Klijn""	""28-04-2025""	""2025/04""	""2.276,40""	""2.754,44""	""2.754,44""	""0,00""
""VFA2504419""	""DE1900193""	""Ingenieurs Bureau Land""	""SCA250852 5x LV8 4L05-IBL78448.66""	""5x LV8 4L05""	""Michelle Klijn""	""28-04-2025""	""2025/04""	""3.194,00""	""3.864,74""	""3.864,74""	""0,00""
""VFA2504418""	""DE1800176""	""Sweco Nederland B.V.""	""SCA240756 SWECO-NL Verzamelcontract- (p.kw.)""	""2x LV8 4L05""	""Michelle Klijn""	""28-04-2025""	""2025/04""	""1.076,10""	""1.302,08""	""1.302,08""	""0,00""
""VFA2504417""	""DE2100269""	""Geofoxx B.V.""	""SCA250856 2x LV8 4-5- project ‘20250286 - willemsbuiten in Tilburg’""	""1 x LV8 4-5""	""Irene Barten""	""28-04-2025""	""2025/04""	""650,05""	""786,56""	""786,56""	""0,00""
""VFA2504416""	""DE1800176""	""Sweco Nederland B.V.""	""SCA240756 SWECO-NL Verzamelcontract- (p.kw.)""	""5 x LV8 4-5 en 1 x heractivering LV mslv8o74533""	""Ron Wittebol""	""28-04-2025""	""2025/04""	""2.710,25""	""3.279,40""	""3.279,40""	""0,00""
""VFA2504415""	""DE1900219""	""Wiertsema & Partners Raadgevend Ingenieurs""	""""	""30x batterijen""	""Michelle Klijn""	""28-04-2025""	""2025/04""	""714,00""	""863,94""	""863,94""	""0,00""
""VFA2504414""	""A0000""	""Aveco de Bondt B.V.""	""""	""100x LVR + 90x LV8 (nalevering 15x behuizing)""	""Michelle Klijn""	""28-04-2025""	""2025/04""	""3.600,15""	""4.356,18""	""4.356,18""	""0,00""
""VFA2504413""	""DE1600068""	""AKRON""	""SCA250855 1x HorecaSense-GEMEENTE KORTENBERG""	""1x HorecaSense-1x HorecaSense-GEMEENTE KORTENBERG""	""Michelle Klijn""	""28-04-2025""	""2025/04""	""1.195,00""	""1.195,00""	""1.195,00""	""0,00""
""VFA2504412""	""DE1600068""	""AKRON""	""SCA240804 Aanbesteding Gent/Leuven NP9+GD1""	""Aanbesteding Gent/Leuven-Per.kn.Q1-2025""	""George Boersma""	""31-03-2025""	""2025/03""	""0,00""	""0,00""	""0,00""	""0,00""
""VFA2504411""	""DE1800188""	""Gemeente Deurne""	""""	""Hercertificering  1 x SPA""	""Ron Wittebol""	""25-04-2025""	""2025/04""	""535,00""	""647,35""	""647,35""	""0,00""
""VFA2504410""	""A0018""	""Omgevingsdienst Zuidoost Brabant""	""SCA250857 VerzamelSCA-6x SPA/SPC - OGD ZO Brabant""	""6x SPC/SPA-samenvoegen servicecontracten-01-01-2025 tot 01-01-2026""	""Anja van Halen""	""25-04-2025""	""2025/04""	""9.062,27""	""10.965,35""	""10.965,35""	""0,00""
""VFA2504409""	""DE2200307""	""Socotec Geotechnics""	""SCA250845 126x LV8 10L10; 10x LV8 10L15 Aanbesteding WRIJ""	""126x LV8 10L10; 10x LV8 10L15 Aanbesteding WRIJ""	""Hans Mulder""	""25-04-2025""	""2025/04""	""50.910,78""	""61.602,04""	""61.602,04""	""0,00""
""VFA2504408""	""DE2400358""	""Sonora S.r.l.""	""SCA250850 SPC+WHS""	""SPC+WHS""	""George Boersma""	""25-04-2025""	""2025/04""	""9.309,20""	""9.309,20""	""9.309,20""	""0,00""
""VFA2504407""	""DE2200307""	""Socotec Geotechnics""	""SCA230728 SOCOTEC-Verzamelcontract""	""2x LV8 10L10""	""Michelle Klijn""	""25-04-2025""	""2025/04""	""1.304,10""	""1.577,96""	""1.577,96""	""0,00""
""VFA2504406""	""DE2200310""	""Bouwcombinatie Nieuw-Zuid""	""SCA230733 1x SPC-21116 Realisatie OVT 1""	""periodieke kosten 08-03-25/2026 1x SPC""	""""	""31-03-2025""	""2025/03""	""2.008,76""	""2.430,60""	""2.430,60""	""0,00""
""VFA2504405""	""DE1900193""	""Ingenieurs Bureau Land""	""SCA190332 59x LV5 Grondwatermeetnet Papendrecht""	""Periodieke kosten  01-04-2025 tot 01-04-2026""	""""	""23-04-2025""	""2025/04""	""-4.212,60""	""-5.097,25""	""-5.097,25""	""0,00""
""VFA2504404""	""DE2300337""	""DPD consultancy Recherchebureau""	""""	""Hercertificeren klasse 1 meter""	""Ron Wittebol""	""22-04-2025""	""2025/04""	""535,00""	""647,35""	""647,35""	""0,00""
""VFA2504403""	""DE1800176""	""Sweco Nederland B.V.""	""SCA240756 SWECO-NL Verzamelcontract- (p.kw.)""	""1x LV8 10L10""	""Michelle Klijn""	""22-04-2025""	""2025/04""	""555,05""	""671,61""	""671,61""	""0,00""
""VFA2504402""	""DE2500395""	""Rambøll Norge AS""	""SCA250851 1x LV8 10L15""	""1x LV8 10L15""	""Michelle Klijn""	""22-04-2025""	""2025/04""	""796,00""	""796,00""	""796,00""	""0,00""
""VFA2504401""	""DE1600012""	""Waterschap Rijn en IJssel""	""SCA230735 WRIJ-Verzamelcontract-Projectmeetnetten(p.kw.)""	""Periodieke kosten 2e kwartaal 2025""	""Irene Barten""	""22-04-2025""	""2025/04""	""9.609,28""	""11.627,23""	""11.627,23""	""0,00""
""VFA2504400""	""DE2000239""	""RSK Group""	""SCA240757 RSK_Verzamelcontract""	""2 x LV8 4-5""	""Ron Wittebol""	""22-04-2025""	""2025/04""	""-189,90""	""-229,78""	""-229,78""	""0,00""
""VFA2504399""	""DE2000239""	""RSK Group""	""SCA240757 RSK_Verzamelcontract""	""2 x LV8 4-5-credit 15% hardware""	""Ron Wittebol""	""31-03-2025""	""2025/03""	""-189,90""	""-229,78""	""-229,78""	""0,00""
""VFA2504398""	""DE1600068""	""AKRON""	""SCA200382 AKRON VAN MOER LOGISTICS""	""Periodieke kosten 01-04-2025/2026""	""Mirjam Stevens""	""22-04-2025""	""2025/04""	""968,69""	""968,69""	""968,69""	""0,00""
""VFA2504397""	""DE1900193""	""Ingenieurs Bureau Land""	""SCA220625 90x LV8 onderhandse aanbesteding West Betuwe (p.kw)""	""Periodieke kosten 2e kwartaal 2025""	""""	""17-04-2025""	""2025/04""	""3.003,00""	""3.633,63""	""3.633,63""	""0,00""
""VFA2504396""	""DE1800163""	""Aequator Groen & Ruimte bv""	""SCA240775 Aequator-Verzamelcontract,""	""periodieke kosten 01-04-2025/2026""	""""	""17-04-2025""	""2025/04""	""670,14""	""810,87""	""810,87""	""0,00""
""VFA2504395""	""DE2000234""	""Sustainder""	""SCA240772 GD1""	""periodieke kosten 18-4-2025/2026""	""""	""17-04-2025""	""2025/04""	""639,38""	""773,65""	""773,65""	""0,00""
""VFA2504394""	""DE1900214""	""Remote Rental""	""SCA240776 1x SP7 Remote controle""	""periodieke kosten 15-4-2025/2026""	""Irene Barten""	""17-04-2025""	""2025/04""	""922,96""	""1.116,78""	""1.116,78""	""0,00""
""VFA2504393""	""G0019""	""Omgevingsdienst West-Holland""	""SCA190324 HMRI Module""	""""	""""	""17-04-2025""	""2025/04""	""363,83""	""440,23""	""440,23""	""0,00""
""VFA2504392""	""DE2200314""	""Brabant Water""	""SCA230662 Brabant Water-Verzamelcontract""	""periodieke kosten 13/5/2025-2026""	""""	""01-05-2025""	""2025/05""	""1.228,59""	""1.486,59""	""1.486,59""	""0,00""
""VFA2504391""	""DE2400360""	""Buro Hoogstraat B.V.""	""SCA240792 BuroHoogstraat-Verzamelcontract""	""25 x LV8   11  x 10m en 14 x 5 m kabel""	""Ron Wittebol""	""17-04-2025""	""2025/04""	""17.240,50""	""20.861,00""	""20.861,00""	""0,00""
""VFA2504390""	""DE2400363""	""Dryp A/S""	""SCA240798 16x+8x neerslagmeters""	""8x neerslagmeter""	""Michelle Klijn""	""17-04-2025""	""2025/04""	""3.926,00""	""3.926,00""	""3.926,00""	""0,00""
""VFA2504389""	""G0005""	""Gemeente Utrecht""	""""	""huur Geluidmeters evenemententerrein Transwijk 4""	""Ron Wittebol""	""15-04-2025""	""2025/04""	""11.280,00""	""13.648,80""	""13.648,80""	""0,00""
""VFA2504388""	""G0036""	""Omgevingsdienst Drenthe""	""SCA160051 OGD Drenthe""	""Periodieke kosten""	""Omar Jarmohamed""	""01-04-2025""	""2025/04""	""4.023,44""	""4.868,36""	""4.868,36""	""0,00""
""VFA2504387""	""DE2300325""	""KEMA B.V.""	""SCA230658 3x SP7""	""Periodieke kosten 26-4-2025/2026""	""""	""14-04-2025""	""2025/04""	""4.233,30""	""5.122,29""	""5.122,29""	""0,00""
""VFA2504386""	""DE1800183""	""Gemeente Venray""	""SCA230743 5x SP7 + upgrade 2x SPA""	""periodieke kosten 20-4-2025 /2026""	""Sander den Houdijker""	""14-04-2025""	""2025/04""	""7.151,19""	""8.652,94""	""8.652,94""	""0,00""
""VFA2504385""	""DE1900194""	""Gemeente Kerkrade""	""SCA190326 1x klasse 1 & 1x klasse 2 meetsets""	""Periodieke kosten 17-04-2025 tot 17-04-2026""	""""	""14-04-2025""	""2025/04""	""3.013,30""	""3.646,09""	""3.646,09""	""0,00""
""VFA2504384""	""DE2200307""	""Socotec Geotechnics""	""SCA230685 Vlaardingen, Lease 106x projectnummer: 23ZP0456 (p""	""periodieke kosten feb-apr 2025""	""Irene Barten""	""14-04-2025""	""2025/04""	""3.430,00""	""4.150,30""	""4.150,30""	""0,00""
""VFA2504383""	""G0016""	""Gemeente Katwijk""	""SCA180237 Geluidbeheer katwijk-‘Verplichting: 108130’""	""""	""Mirjam Stevens""	""14-04-2025""	""2025/04""	""2.035,94""	""2.463,49""	""2.463,49""	""0,00""
""VFA2504382""	""DE1800152""	""BOOT organiserend ingenieursburo B.V.""	""SCA230736 BOOT-Verzamelcontract- (p.kwartaal)""	""Periodieke kosten 2e kwartaal 2025""	""Irene Barten""	""01-04-2025""	""2025/04""	""2.280,99""	""2.760,00""	""2.760,00""	""0,00""
""VFA2504381""	""DE1800176""	""Sweco Nederland B.V.""	""SCA230691 118x LV8 aanbesteding Zuidasdok (p.kw.)""	""Leasekosten 2e kwartaal 2025""	""""	""01-04-2025""	""2025/04""	""4.513,50""	""5.461,33""	""5.461,33""	""0,00""
""VFA2504380""	""DE2200307""	""Socotec Geotechnics""	""SCA230688 Zaanstad-Lease 5 jaar-298x LV8""	""Periodieke kosten 2e kwartaal 2025""	""Irene Barten""	""01-04-2025""	""2025/04""	""10.638,60""	""12.872,71""	""12.872,71""	""0,00""
""VFA2504379""	""DE1900193""	""Ingenieurs Bureau Land""	""SCA220603 Gouda project netwerken-Lease (IBL78422) p.kwartaa""	""Periodieke kosten 2e kwartaal 2025""	""""	""01-04-2025""	""2025/04""	""5.971,20""	""7.225,15""	""7.225,15""	""0,00""
""VFA2504378""	""DE1900193""	""Ingenieurs Bureau Land""	""SCA230689 Lansingerland: 140x LV8-Lease (p.kw.)""	""Leasekosten Lansingerland 2e kwartaal 2025""	""""	""01-04-2025""	""2025/04""	""4.893,00""	""5.920,53""	""5.920,53""	""0,00""
""VFA2504377""	""DE1900193""	""Ingenieurs Bureau Land""	""SCA190332 59x LV5 Grondwatermeetnet Papendrecht""	""Periodieke kosten  01-04-2025 tot 01-04-2026""	""""	""11-04-2025""	""2025/04""	""4.212,60""	""5.097,25""	""5.097,25""	""0,00""
""VFA2504376""	""DE1900202""	""Gemeente Vijfheerenlanden""	""SCA230698 121x LV8 Lease 3 jaar 2024-2026 (p.kwartaal)""	""Periodieke kosten 2e kwartaal 2025""	""""	""11-04-2025""	""2025/04""	""5.820,75""	""7.043,11""	""7.043,11""	""0,00""
""VFA2504375""	""DE1600068""	""AKRON""	""SCA200382 AKRON VAN MOER LOGISTICS""	""van Moer 17248 J XR""	""Mirjam Stevens""	""11-04-2025""	""2025/04""	""27,72""	""27,72""	""27,72""	""0,00""
""VFA2504374""	""DE1600023""	""RPS Advies- en Ingenieursbureau bv""	""SCA240769 RPS_Verzamelcontract""	""6 x LV8 4-5""	""Ron Wittebol""	""10-04-2025""	""2025/04""	""4.510,07""	""5.457,18""	""5.457,18""	""0,00""
""VFA2504373""	""DE2400376""	""Gemeente Haarlem""	""SCA240819 Aanbesteding Haarlem p.kw.""	""Aanbesteding Haarlem Q1-2025""	""""	""31-03-2025""	""2025/03""	""13.768,61""	""16.660,02""	""16.660,02""	""0,00""
""VFA2504372""	""DE1600068""	""AKRON""	""SCA210460 AKRON GENT 10x SPC""	""Periodieke kosten Q1-2025""	""George Boersma""	""31-03-2025""	""2025/03""	""1.237,50""	""1.237,50""	""1.237,50""	""0,00""
""VFA2504371""	""DE1600068""	""AKRON""	""SCA210460 AKRON GENT 10x SPC""	""Periodieke kosten Q4-2024""	""George Boersma""	""31-03-2025""	""2025/03""	""1.237,50""	""1.237,50""	""1.237,50""	""0,00""
""VFA2504370""	""DE1600068""	""AKRON""	""SCA230655 1x SPC + CH2- BENEO-Remy""	""periodieke kosten 2025""	""""	""03-04-2025""	""2025/04""	""1.141,09""	""1.141,09""	""1.141,09""	""0,00""
""VFA2504369""	""DE1700101""	""Nederlandse Stichting Geluidshinder""	""SCA180219 NSG-Geluidmeetset""	""""	""""	""31-03-2025""	""2025/03""	""811,09""	""981,42""	""981,42""	""0,00""
""VFA2504368""	""DE2200307""	""Socotec Geotechnics""	""SCA230688 Zaanstad-Lease 5 jaar-298x LV8""	""1e kwartaal 2025""	""Irene Barten""	""31-03-2025""	""2025/03""	""10.628,60""	""12.860,61""	""12.860,61""	""0,00""
""VFA2504367""	""DE2000239""	""RSK Group""	""SCA240757 RSK_Verzamelcontract""	""2 x LV8 4-5""	""Ron Wittebol""	""03-04-2025""	""2025/04""	""1.474,39""	""1.784,01""	""1.784,01""	""0,00""
""VFA2504366""	""G0033""	""Gemeente Rotterdam""	""SCA240815 4x GD1-Maasboulevard""	""4x GD1-Maasboulevard-25% na installatie""	""George Boersma""	""31-03-2025""	""2025/04""	""7.370,00""	""8.917,70""	""8.917,70""	""0,00""
""VFA2504365""	""A0000""	""Aveco de Bondt B.V.""	""SCA170095 AVECO_portal-projectnummer 215753 250""	""Verbruik Portal mrt '25""	""Hans Mulder""	""31-03-2025""	""2025/04""	""44.586,28""	""53.949,40""	""53.949,40""	""0,00""
""VFA2504364""	""DE2000252""	""Sweco Belgium BV""	""SCA240764 Sweco-Belgie_Verzamelcontract (p.kw.)""	""Periodieke kosten Q1-2025""	""""	""31-03-2025""	""2025/03""	""7.025,96""	""7.025,96""	""7.025,96""	""0,00""
""VFA2504363""	""DE2500394""	""Woonschip Stella""	""SCA250849 1x Horecasense Leuven""	""1x Horecasense Leuven""	""Michelle Klijn""	""31-03-2025""	""2025/03""	""699,00""	""699,00""	""699,00""	""0,00""
""VFA2504362""	""DE1800176""	""Sweco Nederland B.V.""	""""	""Migratie Econsultancy > Sweco""	""Michelle Klijn""	""31-03-2025""	""2025/03""	""300,00""	""363,00""	""363,00""	""0,00""
